虎口脱险, 杰拉尔·乌里 Gérard Oury, 路易·德·菲耐斯 Louis de Funès...,1966,8.9,269959人评价
芙蓉镇, 谢晋 Jin Xie, 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,1987,9.3,155198人评价
新龙门客栈, 李惠民 Raymond Lee, 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,1992,8.7,464478人评价
罗生门, 黑泽明 Akira Kurosawa, 三船敏郎 Toshirô Mifune / 京町子 ...,1950,8.8,329196人评价
无耻混蛋, 昆汀·塔伦蒂诺 Quentin Tarantino, 布拉德·皮特 Brad Pitt / ...,2009,8.7,502375人评价
崖上的波妞, 宫崎骏 Hayao Miyazaki, 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,2008,8.6,525028人评价
花束般的恋爱, 土井裕泰 Nobuhiro Doi, 菅田将晖 Masaki Suda / 有村架纯 Kasu...,2021,8.6,687944人评价
千钧一发, 安德鲁·尼科尔 Andrew Niccol, 伊桑·霍克 Ethan Hawke / 乌玛...,1997,8.8,316658人评价
彗星来的那一夜, 詹姆斯·沃德·布柯特 James Ward Byrkit, 艾米丽·芭尔多尼 Em...,2013,8.6,614626人评价
哈利·波特与死亡圣器(上), 大卫·叶茨 David Yates, 丹尼尔·雷德克里夫 Daniel Radcliffe...,2010,8.6,611906人评价
萤火虫之墓, 高畑勋 Isao Takahata, 辰己努 / 白石绫乃 / 志乃原良子,1988,8.7,416082人评价
高山下的花环, 谢晋 Jin Xie, 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,1984(中国大陆) / 1985,9.5,107257人评价
白日梦想家, 本·斯蒂勒 Ben Stiller, 本·斯蒂勒 Ben Stiller / 克里斯汀·...,2013,8.6,537739人评价
黑客帝国2：重装上阵, 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski, 雅各布·特伦布莱 Jacob Tr...,2017,8.6,568389人评价
二十二, 郭柯 Ke Guo, ,2015,8.7,299777人评价
火星救援, 雷德利·斯科特 Ridley Scott, 马特·达蒙 Matt Damon / 杰西卡...,2015,8.5,766406人评价
战争之王, 安德鲁·尼科尔 Andrew Niccol, 尼古拉斯·凯奇 Nicolas Cage /...,2005,8.7,384192人评价
血钻, 爱德华·兹威克 Edward Zwick, 莱昂纳多·迪卡普里奥 Leonardo ...,2006,8.7,394953人评价
步履不停, 是枝裕和 Hirokazu Koreeda, 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,2008,8.8,292889人评价
千年女优, 今敏 Satoshi Kon, 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,2001,8.8,285433人评价
哈利·波特与凤凰社, 大卫·叶茨 David Yates, 丹尼尔·雷德克里夫 Daniel Radcliffe...,2007,8.5,607240人评价
房间, 伦尼·阿伯拉罕森 Lenny Abrahamson, 布丽·拉尔森 Brie Larson...,2015,8.8,379112人评价
魂断蓝桥, 茂文·勒鲁瓦 Mervyn LeRoy, 费雯·丽 Vivien Leigh / 罗伯特·...,1940,8.8,289663人评价
谍影重重2, 保罗·格林格拉斯 Paul Greengrass, 马特·达蒙 Matt Damon / ...,2004,8.7,367691人评价
大红灯笼高高挂, 张艺谋 Yimou Zhang, 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛...,1991,8.8,303878人评价
蜘蛛侠：平行宇宙, 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey, 桑德拉·布洛克 Sandra Bu...,2009,8.7,326661人评价
谍影重重, 道格·里曼 Doug Liman, 马特·达蒙 Matt Damon / 弗兰卡·波坦...,2002,8.6,446752人评价
阿飞正传, 王家卫 Kar Wai Wong, 张国荣 Leslie Cheung / 张曼玉 Maggie C...,1990,8.5,532572人评价
朗读者, 史蒂芬·戴德利 Stephen Daldry, 凯特·温丝莱特 Kate Winslet ...,2008,8.6,465815人评价
再次出发之纽约遇见你, 约翰·卡尼 John Carney, 凯拉·奈特莉 Keira Knightley / 马克...,2013,8.6,442440人评价
隐藏人物, 特奥多尔·梅尔菲 Theodore Melfi, 塔拉吉·P·汉森 Taraji P. ...,2016,8.9,230809人评价
